Séance,ISIN.,Val.,Ouv.,Clô.,+ haut,+ bas,CMP,Nb. Tr.,Qté,Cap.
03/02/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
03/02/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
03/02/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
03/02/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
03/02/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
03/02/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
03/02/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
03/02/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
03/02/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
03/02/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
03/02/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
03/02/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
03/02/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
03/02/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
03/02/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
03/02/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
03/02/2026,TN0007680010,BNA ASSURANCES,3.02,2.98,3.02,2.96,2.978,16,5463,16268.2
03/02/2026,TN0002400505,UBCI,38.79,38.79,38.79,38.79,38.79,3,111,4305.69
03/02/2026,TN0004100202,TUNINVEST-SICAR,42.5,42.5,42.5,42.5,42.5,6,58,2465
03/02/2026,TN0001400704,SPDIT - SICAF,12.8,12.8,12.82,12.7,12.792,19,16450,210430
03/02/2026,TN0006670012,SIPHAT,3.45,3.45,3.45,3.45,3.45,1,6,20.7
03/02/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
03/02/2026,TN0003200755,ICF,80,80,80,79.5,79.894,5,99,7909.5
03/02/2026,TN0001300557,BTE (ADP),3.94,3.89,3.94,3.89,3.921,10,3185,12489.65
03/02/2026,TN0007580012,BEST LEASE,2.26,2.26,2.26,2.26,2.26,1,100,226
03/02/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
03/02/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
03/02/2026,TN0003800703,ALKIMIA,12.42,12.42,12.42,12.42,12.42,18,423,5253.66
03/02/2026,TN0002300358,AIR LIQUIDE TSIE,0,0,0,0,0,0,0,0
03/02/2026,TN0007200017,WIFACK INT BANK,7.68,7.68,7.68,7.68,7.68,4,654,5022.72
03/02/2026,TN0007720014,UNIMED,9.09,9.1,9.1,9,9.038,64,12028,108711.17
03/02/2026,TN0003900107,UIB,26.01,26.21,26.48,26.01,26.212,14,2099,55019.59
03/02/2026,TN0007690019,UADH,0,0,0,0,0,0,0,0
03/02/2026,TN0002100907,TUNISIE LEASING F,41.6,40.99,41.6,40.99,41.247,28,2544,104933.45
03/02/2026,TN0001200401,TUNISAIR,0.33,0.33,0.33,0.33,0.33,18,11012,3633.96
03/02/2026,TN0007380017,TUNIS RE,12.79,12.79,12.79,12.79,12.79,53,14652,187399.08
03/02/2026,TN0007270010,TPR,13.31,13.19,13.31,12.96,13.083,124,26579,347723.22
03/02/2026,TN0007440019,TELNET HOLDING,6.55,6.55,6.55,6.37,6.443,25,2978,19186.14
03/02/2026,TN0002600955,STB,3.8,3.8,3.8,3.76,3.788,47,11078,41968.92
03/02/2026,TN0006060016,STAR,58,57.54,58,57.2,57.503,31,3398,195394.58
03/02/2026,TNNGTFLC2986,STA,62,62.66,63,60.44,62.849,69,5475,344099.69
03/02/2026,TN0006560015,SOTUVER,14.25,14.48,14.48,14.25,14.385,52,13424,193097.88
03/02/2026,TN0006580013,SOTUMAG,9.4,9.53,9.53,9.4,9.512,8,1212,11528.2
03/02/2026,TN0006660013,SOTRAPIL,23.29,23.29,23.3,23.05,23.284,10,444,10337.92
03/02/2026,TN0007630015,SOTIPAPIER,2.5,2.54,2.55,2.5,2.501,29,6302,15760.14
03/02/2026,TN0006530018,SOTETEL,6.1,6.15,6.25,6.07,6.123,64,10443,63946.42
03/02/2026,TN0006780019,SOMOCER,0,0,0,0,0,0,0,0
03/02/2026,TNQPQXRODTH8,SMART TUNISIE,19.3,19.3,19.35,19.3,19.308,13,1311,25312.3
03/02/2026,TN0007180011,SITS,3.41,3.41,3.41,3.41,3.41,2,368,1254.88
03/02/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
03/02/2026,TN0006590012,SIAME,2.87,2.84,2.89,2.84,2.853,10,3152,8992.58
03/02/2026,TN0001100254,SFBT,13.48,13.53,13.58,13.3,13.502,115,62039,837645.41
03/02/2026,TN0007610017,SAH,14.2,14.3,14.3,14.02,14.207,78,16179,229862.78
03/02/2026,TN0005700018,POULINA GP HOLDING,20.8,20.99,21,20.7,20.982,67,20803,436487.35
03/02/2026,TN0007530017,ONE TECH HOLDING,8.9,8.9,8.9,8.78,8.816,116,46262,407841.66
03/02/2026,TN0007620016,MPBS,8.07,8.38,8.38,8.06,8.135,34,4829,39282.93
03/02/2026,TN0001000108,MONOPRIX,6.2,6.2,6.2,6.2,6.2,2,100,620
03/02/2026,TN0006720049,BH LEASING,3.8,3.8,3.8,3.8,3.8,3,21,79.8
03/02/2026,TN0006440010,MAGASIN GENERAL,10,10,10,10,10,1,23,230
03/02/2026,TN0007310139,HANNIBAL LEASE,7.5,7.5,7.5,7.5,7.5,11,6360,47700
03/02/2026,TN0007570013,EURO-CYCLES,11.5,11.69,11.7,11.5,11.598,24,1683,19519.45
03/02/2026,TN0007210016,ESSOUKNA,3.75,3.7,3.82,3.58,3.69,63,5895,21751.68
03/02/2026,TN0007410012,ENNAKL AUTOMOBILES,15.4,15.13,15.4,15.13,15.158,6,504,7639.54
03/02/2026,TN0007670011,DELICE HOLDING,14.5,14.5,14.5,14.35,14.434,58,17645,254684.12
03/02/2026,TN0007550015,CITY CARS,22.77,22.4,22.77,22.3,22.678,41,1834,41592.11
03/02/2026,TN0007350010,CIMENTS DE BIZERTE,0.5,0.5,0.5,0.5,0.5,1,1,0.5
03/02/2026,TN0004200853,CIL,32.16,32.2,33,32.16,32.222,10,1468,47302.5
03/02/2026,TN0007590011,CELLCOM,2.55,2.67,2.67,2.53,2.589,135,27827,72036.28
03/02/2026,TN0002200053,BT,6.7,6.8,6.8,6.7,6.713,83,34720,233081.95
03/02/2026,TN0003100609,BNA,13,13,13.51,12.9,13.015,365,253946,3305073.09
03/02/2026,TN0001800457,BIAT,127,128.2,128.49,127,127.554,61,1768,225516.15
03/02/2026,TN0001900604,BH BANK,10.25,10.25,10.25,10.25,10.25,1,968,9922
03/02/2026,TN0006610018,ATTIJARI LEASING,0,0,0,0,0,0,0,0
03/02/2026,TN0001600154,ATTIJARI BANK,66.68,67.89,67.9,66.02,66.958,47,4021,269238.49
03/02/2026,TN0004700100,ATL,7.25,7.57,7.58,7.25,7.337,32,7732,56733.28
03/02/2026,TN0007740012,ATELIER MEUBLE INT,4.3,4.21,4.3,4.21,4.221,29,2531,10684.28
03/02/2026,TN0003600350,ATB,3.64,3.65,3.65,3.64,3.646,3,275,1002.75
03/02/2026,TN0007140015,ASSAD,3.2,3.2,3.2,3.2,3.2,46,14599,46716.8
03/02/2026,TN0007830011,ASSUR MAGHREBIA,59.6,59,59.6,59,59.224,16,1001,59282.9
03/02/2026,TN0007300015,ARTES,12.58,12.48,12.58,12.38,12.436,15,1156,14375.7
03/02/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.51,7.51,7.51,7.4,7.436,28,11850,88113.5
03/02/2026,TN0003400058,AMEN BANK,54.39,55.2,55.2,54,54.645,136,13481,736665.57
02/02/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
02/02/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
02/02/2026,TN0007650013,TAWASOL GP HOLDING,0.82,0.82,0.82,0.82,0.82,43,90784,74442.88
02/02/2026,TN0007730013,SANIMED,0,0,0,0,0,0,0,0
02/02/2026,TN0007700016,OFFICEPLAST,1.89,2,2,1.89,1.968,118,45431,89420.14
02/02/2026,TN0007540016,NEW BODY LINE,3.84,3.84,3.85,3.84,3.84,7,836,3210.25
02/02/2026,TN0007510019,LAND OR,15.8,15.5,15.9,15.5,15.542,19,5888,91510.26
02/02/2026,TN0007400013,CARTHAGE CEMENT,1.91,1.89,1.91,1.85,1.864,70,67165,125211.85
02/02/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
02/02/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
02/02/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
02/02/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
02/02/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
02/02/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
02/02/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
02/02/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
02/02/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
02/02/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
02/02/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
02/02/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
02/02/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
02/02/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
02/02/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
02/02/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
02/02/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
02/02/2026,TN0007680010,BNA ASSURANCES,3,2.98,3,2.98,2.993,85,43916,131461.5
02/02/2026,TN0002400505,UBCI,0,0,0,0,0,0,0,0
02/02/2026,TN0004100202,TUNINVEST-SICAR,42.5,42.5,42.5,42.5,42.5,8,336,14280
02/02/2026,TN0001400704,SPDIT - SICAF,0,0,0,0,0,0,0,0
02/02/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
02/02/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
02/02/2026,TN0003200755,ICF,79.04,79.05,80.5,78.8,78.987,26,493,38940.83
02/02/2026,TN0001300557,BTE (ADP),3.97,3.97,3.97,3.97,3.97,2,55,218.35
02/02/2026,TN0007580012,BEST LEASE,2.26,2.26,2.26,2.26,2.26,1,100,226
02/02/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
02/02/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
02/02/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
02/02/2026,TN0002300358,AIR LIQUIDE TSIE,0,0,0,0,0,0,0,0
02/02/2026,TN0007200017,WIFACK INT BANK,7.2,7.68,7.68,7.2,7.425,5,211,1566.72
02/02/2026,TN0007720014,UNIMED,9.15,9.1,9.19,9,9.011,118,45891,413503.03
02/02/2026,TN0003900107,UIB,26.01,26.01,26.01,26.01,26.01,1,100,2601
02/02/2026,TN0007690019,UADH,0.56,0.56,0.56,0.56,0.56,7,10163,5691.28
02/02/2026,TN0002100907,TUNISIE LEASING F,41.77,41.6,41.77,41.1,41.499,32,2790,115781.26
02/02/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,1,111,37.74
02/02/2026,TN0007380017,TUNIS RE,12.79,12.79,12.79,12.79,12.79,14,2848,36425.92
02/02/2026,TN0007270010,TPR,13.4,13.3,13.49,13.2,13.377,91,16493,220620.76
02/02/2026,TN0007440019,TELNET HOLDING,6.69,6.55,6.69,6.5,6.523,12,993,6477.49
02/02/2026,TN0002600955,STB,3.8,3.8,3.8,3.75,3.792,61,12941,49069.22
02/02/2026,TN0006060016,STAR,58.5,58,58.5,57.5,58.281,50,3914,228113.61
02/02/2026,TNNGTFLC2986,STA,63.4,63,63.4,62,63.234,35,1229,77715.08
02/02/2026,TN0006560015,SOTUVER,14.5,14.48,14.59,14.4,14.463,55,17404,251705.94
02/02/2026,TN0006580013,SOTUMAG,9.4,9.53,9.53,9.4,9.4,7,608,5715.33
02/02/2026,TN0006660013,SOTRAPIL,23.01,23.33,23.33,23.01,23.022,2,26,598.58
02/02/2026,TN0007630015,SOTIPAPIER,2.41,2.5,2.5,2.41,2.46,11,107,263.27
02/02/2026,TN0006530018,SOTETEL,6.3,6.29,6.33,6.2,6.269,36,4497,28190.77
02/02/2026,TN0006780019,SOMOCER,0,0,0,0,0,0,0,0
02/02/2026,TNQPQXRODTH8,SMART TUNISIE,19,19.3,19.3,18.9,18.901,6,1830,34589.5
02/02/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
02/02/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
02/02/2026,TN0006590012,SIAME,2.86,2.87,2.92,2.85,2.859,22,9948,28438.27
02/02/2026,TN0001100254,SFBT,13.5,13.5,13.5,13.25,13.451,163,105423,1418069.71
02/02/2026,TN0007610017,SAH,14.49,14.3,14.49,14.1,14.274,115,21345,304688.8
02/02/2026,TN0005700018,POULINA GP HOLDING,21.24,21,21.25,20.6,21.044,90,14747,310337.95
02/02/2026,TN0007530017,ONE TECH HOLDING,8.9,8.9,8.97,8.8,8.868,95,47545,421642.21
02/02/2026,TN0007620016,MPBS,8.2,8.15,8.3,8.15,8.234,26,8819,72612.02
02/02/2026,TN0001000108,MONOPRIX,5.95,5.95,5.95,5.95,5.95,3,806,4795.7
02/02/2026,TN0006720049,BH LEASING,0,0,0,0,0,0,0,0
02/02/2026,TN0006440010,MAGASIN GENERAL,0,0,0,0,0,0,0,0
02/02/2026,TN0007310139,HANNIBAL LEASE,0,0,0,0,0,0,0,0
02/02/2026,TN0007570013,EURO-CYCLES,11.41,11.55,11.55,11.41,11.469,84,14502,166318.6
02/02/2026,TN0007210016,ESSOUKNA,3.85,3.75,3.92,3.74,3.759,38,3583,13466.81
02/02/2026,TN0007410012,ENNAKL AUTOMOBILES,15.1,15.4,15.4,15.1,15.101,3,351,5300.4
02/02/2026,TN0007670011,DELICE HOLDING,14.37,14.5,14.65,14.37,14.504,88,24777,359361.15
02/02/2026,TN0007550015,CITY CARS,20.78,21.49,21.84,20.77,21.039,23,1896,39889.93
02/02/2026,TN0007350010,CIMENTS DE BIZERTE,0.5,0.5,0.5,0.5,0.5,16,8574,4287
02/02/2026,TN0004200853,CIL,32.1,32.15,32.6,32.1,32.147,14,3421,109976
02/02/2026,TN0007590011,CELLCOM,2.56,2.55,2.56,2.45,2.506,54,10306,25825.21
02/02/2026,TN0002200053,BT,6.66,6.8,6.85,6.64,6.717,68,12382,83174.25
02/02/2026,TN0003100609,BNA,13.2,12.92,13.2,12.9,12.995,259,81312,1056657.46
02/02/2026,TN0001800457,BIAT,125.1,127.4,127.5,125.1,126.258,77,3449,435463.1
02/02/2026,TN0001900604,BH BANK,10.32,10.32,10.32,10.32,10.32,1,1,10.32
02/02/2026,TN0006610018,ATTIJARI LEASING,29.55,29.55,29.55,29.4,29.531,4,424,12521.25
02/02/2026,TN0001600154,ATTIJARI BANK,66.8,67,67,66.6,66.778,69,4573,305377.53
02/02/2026,TN0004700100,ATL,7.24,7.26,7.39,7.24,7.247,8,1748,12668.1
02/02/2026,TN0007740012,ATELIER MEUBLE INT,4.4,4.3,4.4,4.25,4.26,26,3188,13582.18
02/02/2026,TN0003600350,ATB,3.61,3.65,3.65,3.6,3.628,29,36217,131380.86
02/02/2026,TN0007140015,ASSAD,3.2,3.2,3.2,3.2,3.2,27,15382,49222.4
02/02/2026,TN0007830011,ASSUR MAGHREBIA,59.6,59.6,59.6,59.6,59.6,3,175,10430
02/02/2026,TN0007300015,ARTES,12.74,12.67,12.8,12.28,12.646,18,1770,22383.99
02/02/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.3,7.4,7.4,7.27,7.389,22,6129,45289.38
02/02/2026,TN0003400058,AMEN BANK,53.51,54.39,54.39,53.51,53.953,121,11416,615924.08
30/01/2026,TN0005030010,STIP,3.64,3.64,3.64,3.64,3.64,2,42,152.88
30/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
30/01/2026,TN0007650013,TAWASOL GP HOLDING,0.83,0.83,0.83,0.83,0.83,32,46850,38885.5
30/01/2026,TN0007730013,SANIMED,0,0,0,0,0,0,0,0
30/01/2026,TN0007700016,OFFICEPLAST,1.89,1.89,1.89,1.89,1.89,1,10,18.9
30/01/2026,TN0007540016,NEW BODY LINE,3.8,3.78,3.8,3.73,3.76,21,3809,14323.54
30/01/2026,TN0007510019,LAND OR,15.89,15.8,15.89,15.8,15.809,2,152,2403.04
30/01/2026,TN0007400013,CARTHAGE CEMENT,1.9,1.91,1.91,1.87,1.881,69,141410,265980.45
30/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
30/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
30/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
30/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
30/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
30/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
30/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
30/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
30/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
30/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
30/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
30/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
30/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
30/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
30/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
30/01/2026,TN0006170013,STE TUN. DU SUCRE,9.34,9.34,9.34,9.34,9.34,2,244,2278.96
30/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
30/01/2026,TN0007680010,BNA ASSURANCES,3.01,3,3.04,3,3.001,25,5988,17971.83
30/01/2026,TN0002400505,UBCI,38.88,38.88,38.88,38.88,38.88,2,100,3888
30/01/2026,TN0004100202,TUNINVEST-SICAR,41.5,41.5,41.5,41.5,41.5,1,2,83
30/01/2026,TN0001400704,SPDIT - SICAF,12.82,13.02,13.02,12.82,12.823,3,1015,13015.3
30/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
30/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
30/01/2026,TN0003200755,ICF,80.1,79.02,80.1,79.02,79.646,26,502,39982.07
30/01/2026,TN0001300557,BTE (ADP),3.85,3.85,3.85,3.85,3.85,3,100,385
30/01/2026,TN0007580012,BEST LEASE,2.26,2.26,2.26,2.26,2.26,1,600,1356
30/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
30/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
30/01/2026,TN0003800703,ALKIMIA,13,13,13,13,13,15,99,1287
30/01/2026,TN0002300358,AIR LIQUIDE TSIE,156.5,156.5,156.5,156.5,156.5,7,236,36934
30/01/2026,TN0007200017,WIFACK INT BANK,7.35,7.35,7.35,7.35,7.35,3,653,4799.55
30/01/2026,TN0007720014,UNIMED,9.27,9.2,9.34,9.1,9.215,97,12318,113515.69
30/01/2026,TN0003900107,UIB,26.02,26.02,26.03,26.02,26.02,19,3501,91097.02
30/01/2026,TN0007690019,UADH,0.56,0.56,0.56,0.56,0.56,9,680,380.8
30/01/2026,TN0002100907,TUNISIE LEASING F,42,41.78,42,41,41.73,37,4180,174432.42
30/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,9,7595,2582.3
30/01/2026,TN0007380017,TUNIS RE,12.54,12.89,12.89,12.54,12.749,55,26716,340611.64
30/01/2026,TN0007270010,TPR,13.55,13.4,13.6,13.3,13.398,87,17634,236265.33
30/01/2026,TN0007440019,TELNET HOLDING,6.6,6.59,6.68,6.55,6.594,19,5629,37116.73
30/01/2026,TN0002600955,STB,3.82,3.79,3.82,3.76,3.788,94,35655,135056.11
30/01/2026,TN0006060016,STAR,59.9,59,59.9,57.81,58.931,55,4838,285105.92
30/01/2026,TNNGTFLC2986,STA,63,63.3,63.45,61.31,62.837,80,2805,176258.05
30/01/2026,TN0006560015,SOTUVER,14.55,14.5,14.59,14.32,14.396,115,30597,440487.13
30/01/2026,TN0006580013,SOTUMAG,9.3,9.53,9.53,9.3,9.356,17,1607,15035.29
30/01/2026,TN0006660013,SOTRAPIL,23.15,23.33,23.33,23.1,23.109,10,1426,32953.53
30/01/2026,TN0007630015,SOTIPAPIER,2.46,2.5,2.5,2.44,2.459,51,7332,18027.26
30/01/2026,TN0006530018,SOTETEL,6.33,6.35,6.35,6.1,6.276,64,11383,71434.47
30/01/2026,TN0006780019,SOMOCER,0.64,0.64,0.64,0.64,0.64,63,99841,63898.24
30/01/2026,TNQPQXRODTH8,SMART TUNISIE,18.92,18.96,19,18.92,18.97,23,1516,28758.8
30/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
30/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
30/01/2026,TN0006590012,SIAME,2.9,2.84,2.9,2.84,2.84,11,612,1738.14
30/01/2026,TN0001100254,SFBT,13.65,13.3,13.65,13.2,13.523,159,65832,890265.83
30/01/2026,TN0007610017,SAH,14.5,14.5,14.5,14.2,14.366,179,29758,427513.28
30/01/2026,TN0005700018,POULINA GP HOLDING,21.24,21,21.24,20.6,20.913,116,16262,340087.65
30/01/2026,TN0007530017,ONE TECH HOLDING,9.03,8.98,9.03,8.8,8.838,125,61078,539827.93
30/01/2026,TN0007620016,MPBS,8.29,8.2,8.29,8.05,8.103,29,16439,133211.42
30/01/2026,TN0001000108,MONOPRIX,0,0,0,0,0,0,0,0
30/01/2026,TN0006720049,BH LEASING,0,0,0,0,0,0,0,0
30/01/2026,TN0006440010,MAGASIN GENERAL,10.11,10.11,10.11,10.11,10.11,5,184,1860.24
30/01/2026,TN0007310139,HANNIBAL LEASE,0,0,0,0,0,0,0,0
30/01/2026,TN0007570013,EURO-CYCLES,11.65,11.55,11.74,11.41,11.573,138,18551,214682.99
30/01/2026,TN0007210016,ESSOUKNA,3.89,3.79,3.89,3.78,3.799,21,2292,8706.6
30/01/2026,TN0007410012,ENNAKL AUTOMOBILES,15.3,15.3,15.3,15.1,15.108,53,13681,206697.19
30/01/2026,TN0007670011,DELICE HOLDING,14.65,14.37,14.65,14.25,14.372,86,23743,341225.99
30/01/2026,TN0007550015,CITY CARS,20.9,20.78,20.9,20.61,20.63,30,13659,281789.17
30/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.53,0.51,0.53,0.51,0.512,9,5449,2788.99
30/01/2026,TN0004200853,CIL,32.1,32.1,32.6,32.1,32.1,15,4320,138673
30/01/2026,TN0007590011,CELLCOM,2.67,2.55,2.67,2.53,2.56,98,23893,61164.18
30/01/2026,TN0002200053,BT,7.05,6.9,7.05,6.85,6.987,116,68028,475283.78
30/01/2026,TN0003100609,BNA,13.5,13.21,13.5,13.2,13.29,170,38802,515689.37
30/01/2026,TN0001800457,BIAT,128.4,127.9,130.4,126.01,127.502,128,6856,874156.14
30/01/2026,TN0001900604,BH BANK,10,10,10.25,10,10.115,35,12176,123155.75
30/01/2026,TN0006610018,ATTIJARI LEASING,31.5,30,31.5,30,30.461,10,514,15657
30/01/2026,TN0001600154,ATTIJARI BANK,67.6,66.9,67.8,66.9,67.284,68,4474,301027.37
30/01/2026,TN0004700100,ATL,7.37,7.25,7.37,7.25,7.266,12,1195,8683.08
30/01/2026,TN0007740012,ATELIER MEUBLE INT,4.31,4.3,4.35,4.26,4.266,39,10289,43897.94
30/01/2026,TN0003600350,ATB,3.62,3.65,3.65,3.61,3.635,32,8512,30938.98
30/01/2026,TN0007140015,ASSAD,3.09,3.09,3.09,3.09,3.09,34,12655,39103.95
30/01/2026,TN0007830011,ASSUR MAGHREBIA,59.6,59.6,59.6,59.6,59.6,1,200,11920
30/01/2026,TN0007300015,ARTES,12.75,12.74,12.75,12.27,12.36,9,615,7601.1
30/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.36,7.39,7.4,7.26,7.348,14,1812,13313.82
30/01/2026,TN0003400058,AMEN BANK,55.2,54,55.3,53.9,54.252,213,26381,1431211.72
29/01/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
29/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
29/01/2026,TN0007650013,TAWASOL GP HOLDING,0.84,0.84,0.84,0.84,0.84,41,42991,36112.44
29/01/2026,TN0007730013,SANIMED,0.75,0.75,0.75,0.75,0.75,4,600,450
29/01/2026,TN0007700016,OFFICEPLAST,1.89,1.88,1.89,1.83,1.83,18,4313,7893.69
29/01/2026,TN0007540016,NEW BODY LINE,3.8,3.8,3.8,3.75,3.775,25,2990,11287.73
29/01/2026,TN0007510019,LAND OR,15.6,15.75,15.89,15.4,15.549,32,4638,72118.48
29/01/2026,TN0007400013,CARTHAGE CEMENT,1.9,1.89,1.91,1.86,1.898,126,219339,416297.15
29/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
29/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
29/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
29/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
29/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
29/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
29/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
29/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
29/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
29/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
29/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
29/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
29/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
29/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
29/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
29/01/2026,TN0006170013,STE TUN. DU SUCRE,9.44,9.44,9.44,9.44,9.44,3,297,2803.68
29/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
29/01/2026,TN0007680010,BNA ASSURANCES,3.01,3.05,3.05,3,3.007,55,25036,75282.9
29/01/2026,TN0002400505,UBCI,39.01,39.01,39.01,39.01,39.01,39,6041,235659.41
29/01/2026,TN0004100202,TUNINVEST-SICAR,42,42.49,42.49,42,42.112,10,240,10106.95
