Séance,ISIN.,Val.,Ouv.,Clô.,+ haut,+ bas,CMP,Nb. Tr.,Qté,Cap.
26/01/2026,TN0007270010,TPR,12.9,12.92,13.1,12.9,12.988,161,46328,601725.95
26/01/2026,TN0007440019,TELNET HOLDING,6.6,6.65,6.66,6.43,6.526,26,3081,20106.46
26/01/2026,TN0002600955,STB,3.84,3.84,3.85,3.8,3.831,72,23774,91084.8
26/01/2026,TN0006060016,STAR,58,58,58,57.4,57.699,49,2288,132014.38
26/01/2026,TNNGTFLC2986,STA,50,52.47,52.47,50,51.934,108,2701,140272.76
26/01/2026,TN0006560015,SOTUVER,13.75,13.8,13.8,13.7,13.755,113,21195,291535.72
26/01/2026,TN0006580013,SOTUMAG,9.05,9.14,9.19,9.05,9.109,8,558,5082.6
26/01/2026,TN0006660013,SOTRAPIL,23.48,23.48,23.48,23.48,23.48,5,50,1174
26/01/2026,TN0007630015,SOTIPAPIER,2.55,2.55,2.55,2.52,2.547,28,1753,4464.16
26/01/2026,TN0006530018,SOTETEL,0,0,0,0,0,0,0,0
26/01/2026,TN0006780019,SOMOCER,0.63,0.63,0.63,0.63,0.63,71,148323,93443.49
26/01/2026,TNQPQXRODTH8,SMART TUNISIE,19.01,19.48,19.48,19,19.008,8,693,13172.44
26/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
26/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
26/01/2026,TN0006590012,SIAME,2.93,2.76,2.93,2.76,2.858,42,3233,9240.43
26/01/2026,TN0001100254,SFBT,12.75,12.8,12.9,12.75,12.783,146,100129,1279912.75
26/01/2026,TN0007610017,SAH,14.3,14.2,14.54,14,14.228,179,46876,666953.84
26/01/2026,TN0005700018,POULINA GP HOLDING,20.65,20.85,20.85,20.57,20.719,167,20632,427465.67
26/01/2026,TN0007530017,ONE TECH HOLDING,8.5,8.67,8.67,8.47,8.505,183,71596,608949.55
26/01/2026,TN0007620016,MPBS,8.11,8.19,8.25,8.1,8.189,103,16788,137483.14
26/01/2026,TN0001000108,MONOPRIX,6.19,6.19,6.19,6.19,6.19,3,636,3936.84
26/01/2026,TN0006720049,BH LEASING,3.8,3.8,3.8,3.8,3.8,2,21,79.8
26/01/2026,TN0006440010,MAGASIN GENERAL,0,0,0,0,0,0,0,0
26/01/2026,TN0007310139,HANNIBAL LEASE,7.55,7.5,7.55,7.5,7.528,5,974,7332.5
26/01/2026,TN0007570013,EURO-CYCLES,11.8,11.77,11.8,11.7,11.757,111,11768,138356.19
26/01/2026,TN0007210016,ESSOUKNA,4.03,4,4.05,3.85,3.916,82,20680,80973.53
26/01/2026,TN0007410012,ENNAKL AUTOMOBILES,15.01,15.35,15.35,15,15.037,31,8545,128488.67
26/01/2026,TN0007670011,DELICE HOLDING,14,14.21,14.49,13.9,14.214,178,38785,551286.62
26/01/2026,TN0007550015,CITY CARS,20.79,20.75,20.79,20.7,20.783,15,6853,142423.55
26/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.59,0.57,0.59,0.57,0.582,8,497,289.23
26/01/2026,TN0004200853,CIL,31.6,31.75,33.4,31.5,31.648,25,1545,48896.53
26/01/2026,TN0007590011,CELLCOM,2.73,2.83,2.83,2.67,2.688,75,11009,29594.72
26/01/2026,TN0002200053,BT,6.65,6.59,6.65,6.54,6.571,44,7895,51879.09
26/01/2026,TN0003100609,BNA,12.79,12.75,12.79,12.63,12.655,70,9726,123086.9
26/01/2026,TN0001800457,BIAT,126.03,127.9,128,126.01,127.207,85,5670,721264.12
26/01/2026,TN0001900604,BH BANK,10.12,10.12,10.12,10.12,10.12,3,315,3187.8
26/01/2026,TN0006610018,ATTIJARI LEASING,29.5,29.9,29.9,29.5,29.64,8,891,26409.65
26/01/2026,TN0001600154,ATTIJARI BANK,68.11,68.8,69,68,68.375,42,3044,208133.44
26/01/2026,TN0004700100,ATL,7.63,7.63,7.73,7.41,7.592,78,11935,90615.45
26/01/2026,TN0007740012,ATELIER MEUBLE INT,4.19,4.19,4.26,4.18,4.197,119,59188,248420.35
26/01/2026,TN0003600350,ATB,3.68,3.67,3.68,3.6,3.644,34,22043,80322.68
26/01/2026,TN0007140015,ASSAD,2.94,2.94,2.94,2.94,2.94,47,41050,120687
26/01/2026,TN0007830011,ASSUR MAGHREBIA,59.61,59.55,59.62,59.55,59.602,34,10023,597390.5
26/01/2026,TN0007300015,ARTES,12.3,12.24,12.3,12.2,12.234,18,1709,20908.64
26/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.35,7.39,7.39,7.3,7.347,49,39182,287852.7
26/01/2026,TN0003400058,AMEN BANK,53.91,54.2,54.5,53.91,54.15,208,21151,1145320.91
23/01/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
23/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
23/01/2026,TN0007650013,TAWASOL GP HOLDING,0.83,0.83,0.83,0.83,0.83,26,47710,39599.3
23/01/2026,TN0007730013,SANIMED,0.72,0.72,0.72,0.72,0.72,5,1004,722.88
23/01/2026,TN0007700016,OFFICEPLAST,1.88,1.89,1.89,1.85,1.873,17,6466,12111.91
23/01/2026,TN0007540016,NEW BODY LINE,3.78,3.8,3.8,3.77,3.792,54,12693,48134.65
23/01/2026,TN0007510019,LAND OR,15.95,15.9,15.95,15.85,15.933,14,1197,19071.62
23/01/2026,TN0007400013,CARTHAGE CEMENT,1.82,1.85,1.86,1.8,1.823,74,82528,150413.17
23/01/2026,TN0007500010,AETECH,0.42,0.42,0.42,0.42,0.42,4,73,30.66
23/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
23/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
23/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
23/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
23/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
23/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
23/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
23/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
23/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
23/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
23/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
23/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
23/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
23/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
23/01/2026,TN0006170013,STE TUN. DU SUCRE,9.67,9.67,9.67,9.67,9.67,1,2,19.34
23/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
23/01/2026,TN0007680010,BNA ASSURANCES,3.12,3.07,3.12,3,3.032,62,23094,70020.76
23/01/2026,TN0002400505,UBCI,35.51,37.1,37.1,35.51,37.043,10,2868,106240.62
23/01/2026,TN0004100202,TUNINVEST-SICAR,42,42,42,42,42,18,498,20916
23/01/2026,TN0001400704,SPDIT - SICAF,0,0,0,0,0,0,0,0
23/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
23/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
23/01/2026,TN0003200755,ICF,77.5,77.4,78.5,76.5,77.119,71,1090,84059.96
23/01/2026,TN0001300557,BTE (ADP),3.68,3.68,3.68,3.68,3.68,2,30,110.4
23/01/2026,TN0007580012,BEST LEASE,2.22,2.22,2.22,2.22,2.22,1,180,399.6
23/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
23/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
23/01/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
23/01/2026,TN0002300358,AIR LIQUIDE TSIE,154.98,154.98,154.98,154.98,154.98,1,24,3719.52
23/01/2026,TN0007200017,WIFACK INT BANK,7.35,7.35,7.35,7.35,7.35,1,10,73.5
23/01/2026,TN0007720014,UNIMED,9.4,9.1,9.43,9.1,9.233,267,72188,666493.77
23/01/2026,TN0003900107,UIB,25.19,25.2,25.2,25.19,25.195,24,4785,120558.39
23/01/2026,TN0007690019,UADH,0.5,0.5,0.5,0.5,0.5,10,7558,3779
23/01/2026,TN0002100907,TUNISIE LEASING F,37.8,38.7,38.7,37.55,38.271,138,25853,989407.3
23/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,17,22239,7561.26
23/01/2026,TN0007380017,TUNIS RE,10.65,10.81,10.81,10.65,10.763,29,4380,47139.8
23/01/2026,TN0007270010,TPR,12.49,12.8,12.8,12.49,12.683,189,106740,1353771.23
23/01/2026,TN0007440019,TELNET HOLDING,6.7,6.66,6.7,6.65,6.668,33,12554,83711.66
23/01/2026,TN0002600955,STB,3.88,3.85,3.88,3.83,3.854,63,15694,60488.08
23/01/2026,TN0006060016,STAR,58,58.99,59,58,58.699,40,2113,124031.8
23/01/2026,TNNGTFLC2986,STA,48.5,49.5,49.82,48.5,48.978,73,2092,102462.11
23/01/2026,TN0006560015,SOTUVER,13.6,13.75,13.75,13.5,13.611,87,25572,348071.52
23/01/2026,TN0006580013,SOTUMAG,9.1,9.1,9.1,9.1,9.1,3,109,991.9
23/01/2026,TN0006660013,SOTRAPIL,23.5,23.45,23.5,23.25,23.262,21,1446,33637.24
23/01/2026,TN0007630015,SOTIPAPIER,2.55,2.55,2.6,2.53,2.545,63,8495,21620.38
23/01/2026,TN0006530018,SOTETEL,5.81,5.92,5.92,5.81,5.867,83,33818,198422.31
23/01/2026,TN0006780019,SOMOCER,0,0,0,0,0,0,0,0
23/01/2026,TNQPQXRODTH8,SMART TUNISIE,18.7,19.49,19.49,18.7,18.923,27,5259,99516.99
23/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
23/01/2026,TN0004000055,SIMPAR,35.6,35.6,35.6,35.6,35.6,1,3,106.8
23/01/2026,TN0006590012,SIAME,2.93,2.93,2.93,2.87,2.909,16,3720,10820.63
23/01/2026,TN0001100254,SFBT,12.8,12.91,12.94,12.7,12.759,129,42556,542990.35
23/01/2026,TN0007610017,SAH,14.39,14.4,14.5,14.1,14.275,104,25603,365488.84
23/01/2026,TN0005700018,POULINA GP HOLDING,20.6,20.65,20.65,20.55,20.63,110,20722,427502.85
23/01/2026,TN0007530017,ONE TECH HOLDING,8.49,8.5,8.73,8.45,8.514,438,490892,4179423.76
23/01/2026,TN0007620016,MPBS,8.1,8.18,8.19,8.02,8.077,31,3617,29214.72
23/01/2026,TN0001000108,MONOPRIX,6.08,6.1,6.1,6.08,6.096,14,7043,42934.52
23/01/2026,TN0006720049,BH LEASING,3.8,3.8,3.8,3.8,3.8,3,79,300.2
23/01/2026,TN0006440010,MAGASIN GENERAL,10.55,10.55,10.55,10.55,10.55,1,71,749.05
23/01/2026,TN0007310139,HANNIBAL LEASE,7.55,7.55,7.55,7.55,7.55,8,2200,16610
23/01/2026,TN0007570013,EURO-CYCLES,12,11.98,12,11.81,11.912,112,18483,220173.03
23/01/2026,TN0007210016,ESSOUKNA,4.01,4.02,4.04,3.88,3.967,141,42463,168461.63
23/01/2026,TN0007410012,ENNAKL AUTOMOBILES,15.01,15.02,15.1,15,15.04,22,4559,68566.61
23/01/2026,TN0007670011,DELICE HOLDING,13.35,13.75,13.9,13.25,13.524,162,36355,491649.49
23/01/2026,TN0007550015,CITY CARS,20.8,20.79,20.8,20.79,20.799,16,2804,58321.2
23/01/2026,TN0007350010,CIMENTS DE BIZERTE,0,0,0,0,0,0,0,0
23/01/2026,TN0004200853,CIL,30.28,31.51,32,30.28,31.291,41,8451,264437.8
23/01/2026,TN0007590011,CELLCOM,2.9,2.84,2.9,2.76,2.796,65,6359,17778.63
23/01/2026,TN0002200053,BT,6.65,6.6,6.65,6.56,6.61,68,28239,186673.26
23/01/2026,TN0003100609,BNA,12.6,12.79,12.8,12.6,12.777,59,11897,152007.69
23/01/2026,TN0001800457,BIAT,123.5,127.5,127.99,123.5,125.643,129,7639,959786.27
23/01/2026,TN0001900604,BH BANK,10,10.28,10.28,10,10.091,29,6788,68500.38
23/01/2026,TN0006610018,ATTIJARI LEASING,29.5,29.5,29.5,29.5,29.5,3,500,14750
23/01/2026,TN0001600154,ATTIJARI BANK,68,68.5,69.19,68,68.459,57,2574,176212.49
23/01/2026,TN0004700100,ATL,6.98,7.3,7.3,6.98,7.284,61,27316,198973.78
23/01/2026,TN0007740012,ATELIER MEUBLE INT,4.14,4.21,4.21,4.1,4.15,130,35660,147989.59
23/01/2026,TN0003600350,ATB,3.68,3.7,3.7,3.68,3.692,25,16773,61934.17
23/01/2026,TN0007140015,ASSAD,3.06,3.06,3.06,3.06,3.06,55,26908,82338.48
23/01/2026,TN0007830011,ASSUR MAGHREBIA,59.5,59.5,59.5,59.5,59.5,12,553,32903.5
23/01/2026,TN0007300015,ARTES,12.21,12.34,12.34,12.21,12.272,28,2833,34767.94
23/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.35,7.35,7.35,7.25,7.34,14,1285,9432.45
23/01/2026,TN0003400058,AMEN BANK,52.3,53.8,54,52,52.698,260,36749,1936587.34
22/01/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
22/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
22/01/2026,TN0007650013,TAWASOL GP HOLDING,0.84,0.84,0.84,0.84,0.84,49,90208,75774.72
22/01/2026,TN0007730013,SANIMED,0.71,0.71,0.71,0.71,0.71,1,40,28.4
22/01/2026,TN0007700016,OFFICEPLAST,1.9,1.9,1.9,1.87,1.891,9,2864,5416.32
22/01/2026,TN0007540016,NEW BODY LINE,3.82,3.94,3.94,3.78,3.81,21,1482,5647.01
22/01/2026,TN0007510019,LAND OR,15.2,15.95,15.95,15.2,15.481,62,18732,289989.62
22/01/2026,TN0007400013,CARTHAGE CEMENT,1.82,1.82,1.84,1.8,1.819,79,52542,95562.6
22/01/2026,TN0007500010,AETECH,0.43,0.43,0.43,0.43,0.43,1,1,0.43
22/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
22/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
22/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
22/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
22/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
22/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
22/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
22/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
22/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
22/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
22/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
22/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
22/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
22/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
22/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
22/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
22/01/2026,TN0007680010,BNA ASSURANCES,3.1,3.07,3.13,3.04,3.094,53,14063,43510.83
22/01/2026,TN0002400505,UBCI,35.5,35.51,35.51,35.5,35.507,10,1387,49248.67
22/01/2026,TN0004100202,TUNINVEST-SICAR,41,41.8,41.8,41,41.011,7,740,30348
22/01/2026,TN0001400704,SPDIT - SICAF,12.85,13.2,13.2,12.85,12.979,5,256,3322.5
22/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
22/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
22/01/2026,TN0003200755,ICF,77.1,77.5,77.9,77,77.048,50,1378,106172.44
22/01/2026,TN0001300557,BTE (ADP),3.55,3.55,3.55,3.55,3.55,5,396,1405.8
22/01/2026,TN0007580012,BEST LEASE,0,0,0,0,0,0,0,0
22/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
22/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
22/01/2026,TN0003800703,ALKIMIA,12.52,12.52,12.52,12.52,12.52,2,26,325.52
22/01/2026,TN0002300358,AIR LIQUIDE TSIE,154.99,154.99,154.99,154.99,154.99,1,4,619.96
22/01/2026,TN0007200017,WIFACK INT BANK,7.18,7.18,7.18,7.18,7.18,5,707,5076.26
22/01/2026,TN0007720014,UNIMED,9.12,9.4,9.45,9.12,9.203,256,104838,964819.72
22/01/2026,TN0003900107,UIB,25.17,25.19,25.19,25,25.077,10,2412,60484.58
22/01/2026,TN0007690019,UADH,0.52,0.52,0.52,0.52,0.52,1,5,2.6
22/01/2026,TN0002100907,TUNISIE LEASING F,38.8,38,38.8,37.8,38.103,38,4445,169367.4
22/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,11,10622,3611.48
22/01/2026,TN0007380017,TUNIS RE,10.4,10.64,10.64,10.4,10.47,59,21739,227613.2
22/01/2026,TN0007270010,TPR,12.33,12.49,12.49,12.1,12.366,109,28599,353649.59
22/01/2026,TN0007440019,TELNET HOLDING,6.55,6.7,6.75,6.55,6.63,33,12538,83120.71
22/01/2026,TN0002600955,STB,3.86,3.88,3.9,3.84,3.86,40,12514,48300.09
22/01/2026,TN0006060016,STAR,59,58.99,60,58.99,59.504,68,3425,203800.39
22/01/2026,TNNGTFLC2986,STA,45,47,47,45,45.071,71,3221,145174.5
22/01/2026,TN0006560015,SOTUVER,13.35,13.6,13.75,13.35,13.575,79,14693,199453.32
22/01/2026,TN0006580013,SOTUMAG,9,9.12,9.19,9,9.001,4,1004,9036.69
22/01/2026,TN0006660013,SOTRAPIL,23.4,23.5,23.8,23.4,23.498,35,3007,70659.85
22/01/2026,TN0007630015,SOTIPAPIER,2.57,2.61,2.62,2.55,2.565,55,6968,17869.99
22/01/2026,TN0006530018,SOTETEL,5.29,5.59,5.59,5.29,5.437,73,4571,24852.96
22/01/2026,TN0006780019,SOMOCER,0.59,0.59,0.59,0.59,0.59,57,66801,39412.59
22/01/2026,TNQPQXRODTH8,SMART TUNISIE,19,18.95,19,18.71,18.985,15,3170,60183.1
22/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
22/01/2026,TN0004000055,SIMPAR,0,0,0,0,0,0,0,0
22/01/2026,TN0006590012,SIAME,2.87,2.9,2.96,2.87,2.907,60,12295,35741.56
22/01/2026,TN0001100254,SFBT,12.75,12.8,12.8,12.6,12.767,102,25981,331700.99
22/01/2026,TN0007610017,SAH,14.55,14.4,14.55,14.18,14.302,68,17548,250979.25
22/01/2026,TN0005700018,POULINA GP HOLDING,20.3,20.65,20.69,20.3,20.628,83,16759,345698.93
22/01/2026,TN0007530017,ONE TECH HOLDING,8.6,8.49,8.6,8.49,8.527,229,110485,942124.09
22/01/2026,TN0007620016,MPBS,8.21,8.1,8.21,7.99,8.057,92,14511,116913.84
22/01/2026,TN0001000108,MONOPRIX,6,6,6,6,6,7,599,3594
22/01/2026,TN0006720049,BH LEASING,3.81,3.81,3.81,3.81,3.81,5,977,3722.37
22/01/2026,TN0006440010,MAGASIN GENERAL,0,0,0,0,0,0,0,0
22/01/2026,TN0007310139,HANNIBAL LEASE,7.55,7.55,7.55,7.55,7.55,4,1515,11438.25
22/01/2026,TN0007570013,EURO-CYCLES,12,12.03,12.04,11.9,11.995,63,6399,76756.73
22/01/2026,TN0007210016,ESSOUKNA,3.75,3.86,3.86,3.75,3.802,142,28568,108628.17
22/01/2026,TN0007410012,ENNAKL AUTOMOBILES,15,15.1,15.1,15,15.005,12,2837,42569.57
22/01/2026,TN0007670011,DELICE HOLDING,13.2,13.35,13.35,12.91,13.086,115,20205,264404.93
22/01/2026,TN0007550015,CITY CARS,20.9,20.8,20.9,20.8,20.851,18,866,18056.8
22/01/2026,TN0007350010,CIMENTS DE BIZERTE,0.55,0.55,0.55,0.55,0.55,1,3,1.65
22/01/2026,TN0004200853,CIL,30.05,30.28,30.99,30.04,30.064,28,21252,638920.41
22/01/2026,TN0007590011,CELLCOM,2.88,2.86,2.89,2.75,2.792,37,3616,10096.58
22/01/2026,TN0002200053,BT,6.57,6.6,6.65,6.51,6.571,84,30787,202300.32
22/01/2026,TN0003100609,BNA,12.83,12.6,12.88,12.6,12.685,82,27604,350152.23
22/01/2026,TN0001800457,BIAT,123.5,123.5,123.7,123,123.099,66,5597,688982.9
22/01/2026,TN0001900604,BH BANK,10.1,10.1,10.28,10.1,10.106,4,185,1869.52
22/01/2026,TN0006610018,ATTIJARI LEASING,29.5,29.5,29.9,29.5,29.502,13,1880,55464
22/01/2026,TN0001600154,ATTIJARI BANK,69.3,69,69.7,68.1,69.035,51,5447,376031.35
22/01/2026,TN0004700100,ATL,6.75,6.89,6.91,6.74,6.782,58,44584,302390.3
22/01/2026,TN0007740012,ATELIER MEUBLE INT,4.18,4.14,4.18,4.07,4.086,49,2781,11361.92
22/01/2026,TN0003600350,ATB,3.65,3.68,3.69,3.65,3.672,21,25472,93545.01
22/01/2026,TN0007140015,ASSAD,3.2,3.2,3.2,3.2,3.2,66,36140,115648
22/01/2026,TN0007830011,ASSUR MAGHREBIA,58.9,58.9,58.9,58.9,58.9,1,3,176.7
22/01/2026,TN0007300015,ARTES,12.2,12.38,12.38,12.2,12.229,29,3054,37345.92
22/01/2026,TNDKJ8O68X14,ASSU MAGHREBIA VIE,7.35,7.35,7.35,7.21,7.339,26,4109,30156.9
22/01/2026,TN0003400058,AMEN BANK,52.49,52.21,52.49,51.7,52.055,190,21631,1125992.11
21/01/2026,TN0005030010,STIP,0,0,0,0,0,0,0,0
21/01/2026,TN0007600018,SOTEMAIL,0,0,0,0,0,0,0,0
21/01/2026,TN0007650013,TAWASOL GP HOLDING,0,0,0,0,0,0,0,0
21/01/2026,TN0007730013,SANIMED,0.69,0.69,0.69,0.69,0.69,2,200,138
21/01/2026,TN0007700016,OFFICEPLAST,1.88,1.9,1.9,1.82,1.88,37,19369,36417.44
21/01/2026,TN0007540016,NEW BODY LINE,3.82,3.82,3.82,3.82,3.82,1,200,764
21/01/2026,TN0007510019,LAND OR,15.6,15.5,15.8,15.21,15.479,50,8623,133472.85
21/01/2026,TN0007400013,CARTHAGE CEMENT,1.8,1.79,1.8,1.78,1.789,89,63590,113756.47
21/01/2026,TN0007500010,AETECH,0,0,0,0,0,0,0,0
21/01/2026,TN0007720022,UMED D76/509 26716,0,0,0,0,0,0,0,0
21/01/2026,TN0006560098,STV02 3/10 010102,0,0,0,0,0,0,0,0
21/01/2026,TN0006660104,STPILDA1/56 300617,0,0,0,0,0,0,0,0
21/01/2026,TN0006660039,STPILDA0807 1/10,0,0,0,0,0,0,0,0
21/01/2026,TN0007180037,SITSDa1/9 28/03/07,0,0,0,0,0,0,0,0
21/01/2026,TN0001100312,SFBTDa1/2(11/4/02),0,0,0,0,0,0,0,0
21/01/2026,TN0007270036,Da TPR 11/149 2006,0,0,0,0,0,0,0,0
21/01/2026,TN0002200251,BTDa1/7(3/12/01),0,0,0,0,0,0,0,0
21/01/2026,TN0001900778,BHDA 1/15 28052007,0,0,0,0,0,0,0,0
21/01/2026,TN0006610141,ATTIJARI LS ROMPU,0,0,0,0,0,0,0,0
21/01/2026,TN0003600434,ATBDA1/7 09/11/05,0,0,0,0,0,0,0,0
21/01/2026,TN0007140031,ASSDa1/9(01/07/05),0,0,0,0,0,0,0,0
21/01/2026,TN0002300424,ALQDa1/12 06/09/05,0,0,0,0,0,0,0,0
21/01/2026,TN0003400272,ABDA 1/14 11122007,0,0,0,0,0,0,0,0
21/01/2026,TN0006170013,STE TUN. DU SUCRE,0,0,0,0,0,0,0,0
21/01/2026,TN0004300307,SITEX,0,0,0,0,0,0,0,0
21/01/2026,TN0007680010,BNA ASSURANCES,3.09,3.14,3.14,3,3.052,50,18871,57591.03
21/01/2026,TN0002400505,UBCI,35.37,35.37,35.37,35.37,35.37,6,631,22318.47
21/01/2026,TN0004100202,TUNINVEST-SICAR,40.1,41,41,40.1,40.779,10,110,4485.7
21/01/2026,TN0001400704,SPDIT - SICAF,12.99,12.85,12.99,12.85,12.861,8,1741,22391.59
21/01/2026,TN0006670012,SIPHAT,0,0,0,0,0,0,0,0
21/01/2026,TN0002500650,PLAC. TSIE-SICAF,0,0,0,0,0,0,0,0
21/01/2026,TN0003200755,ICF,78.56,77.5,79.99,77,78.19,118,2172,169828.33
21/01/2026,TN0001300557,BTE (ADP),0,0,0,0,0,0,0,0
21/01/2026,TN0007580012,BEST LEASE,0,0,0,0,0,0,0,0
21/01/2026,TN0003000452,ASTREE,0,0,0,0,0,0,0,0
21/01/2026,TN0006550016,BH ASSURANCE,0,0,0,0,0,0,0,0
21/01/2026,TN0003800703,ALKIMIA,0,0,0,0,0,0,0,0
21/01/2026,TN0002300358,AIR LIQUIDE TSIE,154.99,154.99,154.99,154.99,154.99,9,66,10229.34
21/01/2026,TN0007200017,WIFACK INT BANK,7.19,7.19,7.19,7.19,7.19,5,606,4357.14
21/01/2026,TN0007720014,UNIMED,0,0,0,0,0,0,0,0
21/01/2026,TN0003900107,UIB,25.18,25.1,25.18,25,25.097,8,1260,31621.8
21/01/2026,TN0007690019,UADH,0.5,0.5,0.5,0.5,0.5,8,6140,3070
21/01/2026,TN0002100907,TUNISIE LEASING F,38.45,38.8,38.85,38.02,38.348,71,6986,267897.48
21/01/2026,TN0001200401,TUNISAIR,0.34,0.34,0.34,0.34,0.34,2,1000,340
21/01/2026,TN0007380017,TUNIS RE,10.35,10.35,10.35,10.35,10.35,1,100,1035
21/01/2026,TN0007270010,TPR,12.3,12.33,12.35,12.2,12.249,110,25523,312626.02
21/01/2026,TN0007440019,TELNET HOLDING,6.46,6.55,6.65,6.46,6.482,18,1701,11026.22
21/01/2026,TN0002600955,STB,3.8,3.86,3.98,3.8,3.878,49,11999,46531.29
21/01/2026,TN0006060016,STAR,59.01,59,59.5,58.2,59.361,26,1246,73963.87
21/01/2026,TNNGTFLC2986,STA,44.2,45,45.5,44.2,44.736,40,719,32165.25
21/01/2026,TN0006560015,SOTUVER,13.3,13.3,13.4,13.21,13.304,58,17967,239040.61
21/01/2026,TN0006580013,SOTUMAG,8.91,9.19,9.2,8.91,8.956,17,3004,26903.37
21/01/2026,TN0006660013,SOTRAPIL,23.89,23.7,23.89,23.4,23.448,7,130,3048.19
21/01/2026,TN0007630015,SOTIPAPIER,2.65,2.65,2.67,2.57,2.58,17,2967,7654.7
21/01/2026,TN0006530018,SOTETEL,5.2,5.28,5.28,5.2,5.263,17,1896,9978.65
21/01/2026,TN0006780019,SOMOCER,0.57,0.57,0.57,0.57,0.57,51,61282,34930.74
21/01/2026,TNQPQXRODTH8,SMART TUNISIE,18.7,18.71,18.9,18.7,18.767,22,1669,31321.5
21/01/2026,TN0007180011,SITS,0,0,0,0,0,0,0,0
21/01/2026,TN0004000055,SIMPAR,35.5,35.5,35.5,35.5,35.5,1,3,106.5
21/01/2026,TN0006590012,SIAME,2.74,2.85,2.86,2.68,2.772,88,16082,44575.26
21/01/2026,TN0001100254,SFBT,12.72,12.65,12.75,12.65,12.693,73,18851,239277.1
